Wall time,Step,Value
1752960662.99856,244,-3.3086607456207275
1752960686.505522,245,-6.906000137329102
1752960743.908755,246,-63.2967529296875
1752960771.631538,247,-53.74369812011719
1752960801.135621,248,-40.87968826293945
1752960825.275926,249,-31.680234909057617
1752960868.207381,250,29.59111213684082
1752960902.161993,251,-49.20103454589844
1752960958.94541,252,-66.26325988769531
1752961012.564603,253,11.717162132263184
1752961041.249565,254,-35.683563232421875
1752961059.721393,255,-36.708255767822266
1752961130.177241,256,-42.45465087890625
1752961177.162862,257,-18.353153228759766
1752961189.237956,258,38.04508972167969
1752961207.151209,259,-50.31102752685547
1752961241.238296,260,-41.226810455322266
1752961268.588101,261,-18.698558807373047
1752961273.434212,262,31.506349563598633
1752961303.788863,263,30.04066276550293
1752961310.033319,264,-21.117517471313477
1752961343.765035,265,-36.459224700927734
1752961384.92941,266,-23.906055450439453
1752961461.966462,267,-78.62327575683594
1752961493.664831,268,-35.973453521728516
1752961552.099509,269,-49.495628356933594
1752961576.61376,270,37.586761474609375
1752961588.093186,271,-25.03827476501465
1752961602.590463,272,36.920780181884766
1752961607.620431,273,-12.647209167480469
1752961625.327437,274,-2.339323043823242
1752961670.263728,275,-27.882078170776367
1752961706.400724,276,-22.360153198242188
1752961732.150257,277,-76.99092864990234
1752961754.254871,278,-10.715048789978027
1752961811.087729,279,-29.448551177978516
1752961854.222867,280,-21.70133399963379
1752961902.794811,281,-81.90222930908203
1752961942.14717,282,-39.85612106323242
1752961982.481255,283,-16.612651824951172
1752962087.393799,284,-72.90235900878906
1752962101.093143,285,2.0385868549346924
1752962111.599146,286,38.86937713623047
1752962139.656623,287,-54.24615478515625
1752962173.582481,288,-37.82457733154297
1752962186.703498,289,-1.2002652883529663
1752962314.691961,290,-146.98252868652344
1752962338.76357,291,-9.172248840332031
1752962352.278579,292,40.93460464477539
1752962398.048174,293,-28.826730728149414
1752962438.612092,294,-52.42695999145508
1752962469.536677,295,-11.342768669128418
1752962555.394585,296,-46.74895477294922
1752962616.37488,297,-70.2873764038086
1752962623.665922,298,34.860050201416016
1752962631.738692,299,38.47337341308594
1752962654.242957,300,-51.33026123046875
1752962671.898143,301,-7.4441328048706055
1752962711.062813,302,-44.07213592529297
1752962739.794817,303,-12.907355308532715
1752962825.876907,304,-5.536664962768555
1752962853.801144,305,-20.516141891479492
1752962879.089592,306,35.52317810058594
1752962884.151159,307,-16.3504581451416
1752962922.723743,308,-53.63676834106445
1752962944.817125,309,-32.5890998840332
1752962959.306585,310,-1.3597829341888428
1752962976.430345,311,-5.267367362976074
1752963000.920381,312,48.86830139160156
1752963018.817689,313,-11.465204238891602
1752963028.498533,314,37.8006591796875
1752963106.323696,315,-29.960742950439453
1752963128.226534,316,-40.12898635864258
1752963166.380879,317,-27.51007652282715
1752963189.505035,318,-47.860260009765625
1752963250.296248,319,-64.15825653076172
1752963293.654058,320,19.859262466430664
1752963300.733904,321,32.34715270996094
1752963315.224371,322,-35.82487487792969
1752963348.952243,323,-7.052274227142334
1752963376.243959,324,-12.531883239746094
1752963396.183489,325,-24.872568130493164
1752963411.242545,326,1.8257144689559937
1752963466.668409,327,11.030548095703125
1752963475.921088,328,-26.671133041381836
1752963496.595231,329,-49.36069107055664
1752963518.278658,330,-1.235551118850708
1752963567.694136,331,-37.359188079833984
1752963605.470178,332,-12.654082298278809
1752963623.765851,333,-30.107059478759766
1752963652.686858,334,30.794666290283203
1752963658.323995,335,-18.03122901916504
1752963677.854342,336,-10.781039237976074
1752963689.907942,337,-6.973347187042236
1752963702.597845,338,-25.24492073059082
1752963747.117767,339,-49.6019401550293
1752963755.99662,340,37.38005828857422
1752963759.474599,341,29.937063217163086
1752963774.210899,342,-17.503738403320312
1752963844.19822,343,-66.51715850830078
1752963881.919301,344,-14.943918228149414
1752963901.209447,345,-6.082039833068848
1752963921.140686,346,-27.298425674438477
1752963935.194254,347,33.524532318115234
1752963959.270043,348,-60.360233306884766
1752963986.197181,349,28.585189819335938
1752964024.940275,350,-46.5969352722168
1752964055.931056,351,-36.482032775878906
1752964090.642498,352,-45.94844436645508
1752964109.361538,353,-7.546153545379639
1752964131.04875,354,-40.03058624267578
1752964148.955337,355,-46.75349044799805
1752964163.846425,356,34.085758209228516
1752964182.696392,357,-51.3223991394043
1752964206.423221,358,-7.229428291320801
1752964230.12313,359,-23.52939224243164
1752964290.955341,360,-37.96009063720703
1752964319.069131,361,-59.469642639160156
1752964336.388301,362,-22.52907371520996
1752964388.711623,363,12.814106941223145
1752964419.853594,364,-15.654152870178223
1752964475.062193,365,-28.412010192871094
1752964527.238973,366,-16.64600372314453
1752964563.601687,367,-3.744961738586426
1752964578.869297,368,1.5852160453796387
1752964593.152427,369,-0.4988745450973511
1752964636.090439,370,-65.88802337646484
1752964645.995849,371,41.2331657409668
1752964712.600345,372,-74.1268081665039
1752964758.979558,373,22.492361068725586
1752964818.979779,374,-96.4766845703125
1752964878.381623,375,-45.96059799194336
1752964896.667884,376,-4.295300006866455
1752964923.212109,377,24.72780418395996
1752964972.571272,378,27.551414489746094
1752964994.860808,379,-48.03150177001953
1752965043.253126,380,-52.681087493896484
1752965076.353625,381,36.41835403442383
1752965119.729376,382,0.1730262190103531
1752965133.214511,383,45.496673583984375
1752965150.096078,384,-17.6058406829834
1752965205.883306,385,-46.89680862426758
1752965224.963865,386,-18.507652282714844
1752965287.009741,387,-58.91432571411133
1752965299.888446,388,36.84450912475586
1752965341.443151,389,-42.187416076660156
1752965354.329034,390,39.87403106689453
1752965367.990567,391,-8.220720291137695
1752965403.717251,392,-44.28742599487305
1752965427.270944,393,-3.1830122470855713
1752965456.543077,394,-28.713960647583008
1752965483.146452,395,-9.741654396057129
1752965499.607466,396,33.394630432128906
1752965505.436702,397,-15.625134468078613
1752965524.362075,398,39.3110237121582
1752965543.041649,399,27.878009796142578
1752965548.690893,400,-8.340143203735352
1752965609.683235,401,-28.43920135498047
1752965668.71008,402,-43.87240219116211
1752965735.129609,403,-74.47944641113281
1752965758.040069,404,-6.237104415893555
1752965801.986094,405,-17.770065307617188
1752965829.311012,406,-41.24910354614258
1752965851.191223,407,-7.699499607086182
1752965875.906648,408,-53.152645111083984
1752965892.597748,409,-4.783698081970215
1752965921.340552,410,-29.245731353759766
1752965996.399668,411,-93.48497009277344
1752966012.487239,412,-29.904443740844727
1752966033.38158,413,-36.345924377441406
1752966047.886856,414,-1.836111307144165
1752966076.413245,415,38.27773666381836
1752966097.295189,416,-24.69622230529785
1752966105.797752,417,32.78945541381836
1752966144.325393,418,-55.0837516784668
1752966191.520913,419,-65.56257629394531
1752966211.837112,420,33.5737190246582
1752966259.174403,421,-17.155078887939453
1752966300.533883,422,-26.904197692871094
1752966337.509957,423,-26.67427635192871
1752966346.977533,424,32.98831558227539
1752966375.293796,425,-2.7458834648132324
1752966402.19504,426,48.109336853027344
1752966410.68194,427,-28.626556396484375
1752966438.930573,428,-5.635432243347168
1752966481.36818,429,-20.94609260559082
1752966497.485161,430,-4.1845550537109375
1752966593.774178,431,-52.81964111328125
1752966644.963847,432,18.85727310180664
1752966654.019525,433,-14.656174659729004
1752966670.35986,434,-6.667160987854004
1752966700.643161,435,-26.2045841217041
1752966764.05191,436,7.14293909072876
1752966780.937618,437,-12.827682495117188
1752966875.852154,438,-27.614519119262695
1752966896.94768,439,-19.104448318481445
1752966944.133823,440,13.567124366760254
1752966970.078321,441,-24.56818962097168
1752966990.358062,442,-13.252591133117676
1752967001.437166,443,42.00682830810547
1752967035.35634,444,-8.87391471862793
1752967070.707636,445,-46.16443634033203
1752967113.856207,446,-30.79728126525879
1752967132.330051,447,-1.5778617858886719
1752967166.906861,448,-10.921334266662598
1752967182.996987,449,29.339326858520508
1752967218.150294,450,50.806331634521484
1752967226.224256,451,-22.11821174621582
1752967242.097248,452,0.4936673641204834
1752967291.238368,453,-25.357725143432617
1752967340.242445,454,-52.12397384643555
1752967357.728673,455,39.65764236450195
1752967369.208127,456,39.33626937866211
1752967385.055452,457,-47.528076171875
1752967413.843255,458,-38.58222961425781
1752967434.922596,459,-6.79927921295166
1752967491.327199,460,-52.70193099975586
1752967526.068712,461,-38.77635192871094
1752967555.008374,462,21.78968620300293
1752967601.791001,463,-28.496240615844727
1752967615.869059,464,-4.94464111328125
1752967644.579427,465,-10.309134483337402
1752967682.332938,466,-14.080714225769043
1752967707.86001,467,-17.70145606994629
1752967725.122109,468,3.489809274673462
1752967745.025537,469,-5.545091152191162
1752967791.023245,470,14.362937927246094
1752967795.351066,471,-11.398900985717773
1752967808.756865,472,-7.086584568023682
1752967845.462727,473,-4.661587238311768
1752967865.599988,474,-4.870814323425293
1752967898.521247,475,-32.07781219482422
1752967928.44604,476,-14.392240524291992
1752967992.648767,477,-47.391929626464844
1752968016.160609,478,-12.351276397705078
1752968021.608081,479,28.34078598022461
1752968081.242076,480,-73.33869171142578
1752968104.351382,481,47.38450241088867
1752968109.234858,482,-15.776287078857422
1752968140.75147,483,-53.5879020690918
1752968187.125129,484,-23.730709075927734
1752968238.715946,485,-42.124691009521484
1752968331.600753,486,-121.55886840820312
1752968360.091631,487,-32.3869743347168
1752968375.217798,488,-16.237628936767578
1752968409.766738,489,-79.2742691040039
1752968475.393812,490,-93.97838592529297
1752968489.663261,491,3.0757715702056885
1752968512.774145,492,53.550498962402344
1752968517.816705,493,-16.999731063842773
1752968535.54667,494,-16.924190521240234
1752968551.256076,495,36.48854064941406
1752968570.493805,496,-25.406835556030273
1752968588.808193,497,-9.169256210327148
1752968602.891537,498,40.76659393310547
1752968635.057143,499,35.874332427978516
1752968652.760634,500,28.322816848754883
1752968680.051935,501,34.972076416015625
1752968699.539546,502,-19.79652976989746
