Wall time,Step,Value
1751787994.507746,1,66.85256958007812
1751788014.635364,2,-675.7671508789062
1751788016.910364,3,-10.0
1751788027.701002,4,-244.9673309326172
1751788042.560644,5,-361.37799072265625
1751788078.08102,6,-689.4039306640625
1751788099.763265,7,-625.3347778320312
1751788122.848538,8,-679.69921875
1751788133.894815,9,-257.3900146484375
1751788145.140433,10,-249.18031311035156
1751788165.617188,11,-453.8476867675781
1751788177.87145,12,-290.8846130371094
1751788198.351869,13,-550.011474609375
1751788219.430263,14,-345.6642761230469
1751788238.503137,15,-446.3999328613281
1751788252.866518,16,-146.94789123535156
1751788285.575803,17,-209.03598022460938
1751788306.657834,18,-66.6644515991211
1751788318.921289,19,-52.08111572265625
1751788330.167709,20,-9.28070068359375
1751788360.670804,21,-148.36752319335938
1751788371.916656,22,-98.38729858398438
1751788387.990783,23,-147.68597412109375
1751788400.441036,24,-34.11375045776367
1751788423.731264,25,-189.96432495117188
1751788436.378148,26,-37.89518737792969
1751788471.100981,27,-284.4715270996094
1751788485.360519,28,-70.45830535888672
1751788504.636784,29,-87.21844482421875
1751788524.102098,30,-137.60061645507812
1751788555.404523,31,-233.339599609375
1751788606.561514,32,-274.0487976074219
1751788630.25085,33,-186.59219360351562
1751788643.307499,34,-55.651710510253906
1751788656.550616,35,-84.7950210571289
1751788684.439745,36,-179.38465881347656
1751788700.499114,37,-61.45016860961914
1751788716.555823,38,-120.84548950195312
1751788727.400457,39,22.501737594604492
1751788738.650989,40,-27.828012466430664
1751788757.516287,41,-162.7316436767578
1751788772.377661,42,-79.59546661376953
1751788791.649931,43,-186.45635986328125
1751788847.850521,44,-188.40838623046875
1751788871.941871,45,-18.657941818237305
1751788891.017864,46,-152.1692657470703
1751788904.079121,47,-108.92109680175781
1751788935.801268,48,-207.0359649658203
1751788966.312488,49,-246.8780059814453
1751788977.96275,50,3.2741858959198
1751788999.429273,51,-36.269840240478516
1751789020.525832,52,-111.161865234375
1751789051.826692,53,-196.0013427734375
1751789063.888178,54,-38.29219055175781
1751789077.138621,55,-29.45514488220215
1751789088.586796,56,-67.90937805175781
1751789119.898944,57,-64.56216430664062
1751789136.764584,58,-24.68373680114746
1751789148.618714,59,5.883232116699219
1751789173.09979,60,-95.91167449951172
1751789186.371778,61,-44.99634552001953
1751789204.029071,62,-13.79001522064209
1751789220.286588,63,-110.37742614746094
1751789237.965531,64,-13.087345123291016
1751789280.723004,65,-143.86087036132812
1751789324.072903,66,-189.47671508789062
1751789346.555605,67,-137.8545379638672
1751789387.506354,68,-271.1933288574219
1751789421.82916,69,-132.17098999023438
1751789432.282418,70,17.266490936279297
1751789480.640654,71,-181.3406524658203
1751789502.725537,72,-108.2358627319336
1751789509.161309,73,42.100791931152344
1751789524.615612,74,-111.11404418945312
1751789545.696939,75,-93.46768951416016
1751789587.238172,76,-211.68162536621094
1751789590.262459,77,34.84202575683594
1751789632.00541,78,-229.64305114746094
